Book|Page|Subject|Predicate|Object
A Dance With Dragons|645|Victarion Greyjoy|wants to claim the dragon queen in|Meereen
A Dance With Dragons|645|Wulfe One-Ear|will fetch Daenerys Targaryen for|Victarion Greyjoy
A Dance With Dragons|646|Victarion Greyjoy|goes ashore a dozen times|hunting fresh meat
A Dance With Dragons|646|Victarion Greyjoy|forbidden his men to bring any demonic creatures aboard ship|yet somehow half his fleet was now infested with monkeys
A Dance With Dragons|646|Victarion Greyjoy|does not like this Isle of Cedars either|hunting might be good but forests are too green and still full of twisted trees and queer bright flowers like none his men had ever seen before
A Dance With Dragons|646|Victarion Greyjoy|last time spent a night ashore|dreams were dark an
A Dance With Dragons|648|Victarion|plays|mandolin
A Dance With Dragons|648|Victarion|will kill Kerwin if he takes his|hand
A Dance With Dragons|648|Victarion|feels his|stomach churn
A Dance With Dragons|648|Kerwin|is|maester
A Dance With Dragons|649|Victarion|forbade|crew
A Dance With Dragons|650|Victarion|is a|captain
A Dance With Dragons|651|Victarion|was being mocked by|monkeys
A Dance With Dragons|651|Victarion|was uncertain about|the monkeys
A Dance With Dragons|651|Victarion|was uncertain about|his brother Euron
A Dance With Dragons|651|Wulfe One -Ear|suggested|where's the crew?
A Dance With Dragons|653|Yezzan zo Qaggaz|has the disease|pale mare
A Dance With Dragons|653|Yezzan zo Qaggaz|needs assistance|rolling
A Dance With Dragons|653|Yezzan zo Qaggaz|is a treasure|Yollo and Penny
A Dance With Dragons|653|Yezzan zo Qaggaz|likes to keep his darlings close|Sweets
A Dance With Dragons|653|Nurse|has the disease|pale mare
A Dance With Dragons|654|Sweets|is fond of|Yezzan
A Dance With Dragons|654|Yezzan|has a disease from|Sothoryos
A Dance With Dragons|654|Penny|is fond of|Sweets
A Dance With Dragons|654|Penny|comes with|Tyrion
A Dance With Dragons|654|Penny|said that|Water will help the master
A Dance With Dragons|654|Tyrion|ushered|Penny
A Dance With Dragons|654|Healer|said that Yezzan needs|fresh water
A Dance With Dragons|656|Tyrio|went out|leg
A Dance With Dragons|656|Tyrio|stumbled|knees
A Dance With Dragons|656|Tyrio|needed|Penny's help to regain feet
A Dance With Dragons|656|Yezzan|accustomed|masters and overseer
A Dance With Dragons|656|three nephews|remembered|business elsewhere
A Dance With Dragons|656|Morgo|come|right
A Dance With Dragons|656|Knight|ignore|commands oft as not or reply with muttered curses
A Dance With Dragons|657|Tyrion thought|if Mormont murdered Morgo|the other slaves might not draw that distinction.
A Dance With Dragons|657|Tyrion was not stricken with that affliction himself|but if Mormont murdered Morgo|the other slaves might not draw that distinction.
A Dance With Dragons|658|Tyrion|was in|Yunkish host
A Dance With Dragons|658|Tyrion|met an old slave who saw|dragon
A Dance With Dragons|659|Tyrion|sketched a courtly bow|and refrained from pointing out that one of the pigs was really a dog
A Dance With Dragons|659|Tyrion Lannister|put a quarrel through the groin of his own sire|a man Se r Barristan had known and served for years
A Dance With Dragons|660|Ghazdor|is our master|Yezzan
A Dance With Dragons|661|Penny|is a|slave
A Dance With Dragons|661|Penny|reminds him of|Sansa Stark
A Dance With Dragons|661|Tyrion|envies|Penny's pretty little dreams
A Dance With Dragons|661|Tyrion|would find himself squeezing|giving her a hug
A Dance With Dragons|661|Tyrion|has kept the truth of Daznak's Pit from|her
A Dance With Dragons|663|Tyroshi|is a|guard
A Dance With Dragons|663|Tyrion|knows a|serjeant
A Dance With Dragons|663|The third man|is a|captain
A Dance With Dragons|663|Penny|is a|slave
A Dance With Dragons|663|The stripling|dumped|Penny
A Dance With Dragons|663|The Tyroshi|declared|runaways
A Dance With Dragons|663|The Tyroshi|declared|with pails
A Dance With Dragons|663|A skinny stubble-jawed piece of work with teeth stained red from sourleaf|is a|sergeant
A Dance With Dragons|664|Yollo|is a|Tyrion Lannister
A Dance With Dragons|664|Tyrio|is a|sellsword
A Dance With Dragons|664|Tyrio|knows about|House Plumm
A Dance With Dragons|665|Ben|is a|bravo
A Dance With Dragons|665|Ben|is called|Ben
A Dance With Dragons|665|Plumm|has two friends|Inkpots and Kasporio the Cunning
A Dance With Dragons|665|Mormont|is a|First Sword
A Dance With Dragons|665|Kasporio|is a|nasty piece of work
A Dance With Dragons|665|Kasporio|is called|Kasporio the Cunting
A Dance With Dragons|666|Jon Snow|stands atop|the Wall
A Dance With Dragons|666|Jon Snow|calls|Flame
A Dance With Dragons|667|Jon Snow|is going|to the store
A Dance With Dragons|667|Jon Snow|is watching|Dolorous Edd Tollett mopping up a runny yolk with a chunk of bread
A Dance With Dragons|667|Jon Snow|asked|how do you find serving under Iron Emmett?)
A Dance With Dragons|668|Tollett|for the east road|where his wagons wait
A Dance With Dragons|668|Big Liddle|roared|for gates open
A Dance With Dragons|668|(On either end of the long tunnel|gates swung open and iron bars unlocked. Dawn light shimmered on the ice above|pink and gold and purple. Dolorous Edd had not been wrong. The Wall would soon be weeping. Gods grant it weeps alone.
A Dance With Dragons|669|Tormund Giantsbane|is mounted on|a runty little garron
A Dance With Dragons|669|Tormund Giantsbane|has two remaining sons|Toregg and Dryn
A Dance With Dragons|669|The hostages were led by a mother or a father|older siblings|or alone
A Dance With Dragons|670|Soren Shieldbreaker|father of|[Tall lad]
A Dance With Dragons|670|Gerrick Kingsblood|father of|[Lad with red hair]
A Dance With Dragons|670|Raymun Redbeard|father of|[One of Redbeard’s little brothers]
A Dance With Dragons|670|Harle the Huntsman|father of|[One twin]
A Dance With Dragons|670|Harle the Handsome|father of|[Other twin]
A Dance With Dragons|670|Alfy n Crowkiller|father of|[Three half brothers]
A Dance With Dragons|670|Varamyr Sixskins|father of|[Whelp of Varamyr]
A Dance With Dragons|670|Unknown|picked by lot|daughters
A Dance With Dragons|671|Tormund Giantstink|is a|wildling
A Dance With Dragons|671|Tormund Giantstink|rides|horse
A Dance With Dragons|671|Tormund Giantstink|is the father of|Dryn
A Dance With Dragons|671|Jon Snow|promises to take|Dryn as his own page
A Dance With Dragons|672|Tormund Giantsban|is strong as iron|
A Dance With Dragons|672|Brogg|is a|man of few words
A Dance With Dragons|672|Soren Shieldbreaker|is an axe|Jon Snow’s sword
A Dance With Dragons|672|Gerrick Kingsblood|has daughters with red hair|three princesses
A Dance With Dragons|672|Morna|is a warrior witch|Morna
A Dance With Dragons|672|Devyn Sealskinner|presented a sealskin hat|Devyn Sealskinner
A Dance With Dragons|672|Harle the Huntsman|presented a bear-claw necklace|Harle the Huntsman
A Dance With Dragons|673|Jon Snow|drank|mead
A Dance With Dragons|673|Jon Snow|received|sealskin from Tormund Giantsbabe
A Dance With Dragons|673|Jon Snow|drank|potent mead
A Dance With Dragons|673|Jon Snow|managed to keep|wildlings from coming to blood
A Dance With Dragons|673|Tormund Giantsbabe|warned|Jon Snow about wildlings
A Dance With Dragons|673|Tormund Giantsbabe|offered|mead to Jon Snow
A Dance With Dragons|673|Tormund Giantsbabe|described as better than most wildlings|not so good as some
A Dance With Dragons|673|Oxcart|jammed|at a turn inside the tunnel
A Dance With Dragons|673|wildlings|threatened to hack apart and butcher|ox where he stood
A Dance With Dragons|673|Melisandre|burned|Horn of Joramun
A Dance With Dragons|675|Tormund|complained|bigger gate
A Dance With Dragons|675|Tormund|explained|burning the dead
A Dance With Dragons|676|Tormund|is a|wildling
A Dance With Dragons|676|Borroq|is a|skinchanger
A Dance With Dragons|676|Jon Snow|is a|guard
A Dance With Dragons|676|Jon Snow|has|men
A Dance With Dragons|676|Jon Snow|has|steward
A Dance With Dragons|676|Bowen Marsh|is|Lord Steward
A Dance With Dragons|677|Hizdahr zo Loraq|is|Fourteenth of That Noble Name
A Dance With Dragons|677|Hizdahr zo Loraq|is|King of Meereen
A Dance With Dragons|677|Hizdahr zo Loraq|is|Scion of Ghis
A Dance With Dragons|677|Hizdahr zo Loraq|is|Octarch of the Old Empire
A Dance With Dragons|677|Hizdahr zo Loraq|is|Master of the Skahazadhan
A Dance With Dragons|678|Barristan Selmy|slipped a hand beneath|fold of his cloak
A Dance With Dragons|678|Goghor the Giant|huge hulk of a man with a brutal|scarred face
A Dance With Dragons|678|Ser Barristan Selmy|feels bone-tired|as if he’d fought all night
A Dance With Dragons|678|Ser Barristan Selmy|older he got|the less sleep he seemed to need
A Dance With Dragons|679|Reznak|is pleading|Please
A Dance With Dragons|679|Reznak|shouted|The queen is not dead
A Dance With Dragons|679|tall Ghisca ri in a brocade robe spoke next|in a voice as sonorous as it was cold. King Hizdahr shifted on his dragon throne|his face stony as he did his best to appear concerned but unperturbed.
A Dance With Dragons|681|Groleo|is a|dead
A Dance With Dragons|681|Groleo|did not deserve|this end
A Dance With Dragons|681|Bloodbeard|flung|head
A Dance With Dragons|681|Bloodbeard|produced|parchment
A Dance With Dragons|681|Seneschal|approached|head
A Dance With Dragons|681|Seven|entered|Meereen
A Dance With Dragons|681|Seven|to sign|peace accords
A Dance With Dragons|681|Seven|to witness|celebratory games
A Dance With Dragons|683|Hizdahr zo Loraq|has given|quarters
A Dance With Dragons|687|Quentyn|wants to do|this
A Dance With Dragons|687|Quentyn|is from|Dorne
A Dance With Dragons|688|Quentyn|saw no sign of|the men they had come to meet
A Dance With Dragons|689|Zahrina|offers|food
A Dance With Dragons|690|Tattered Prince|sipped at|wine
A Dance With Dragons|690|Tattered Prince|saw the|silver queen
A Dance With Dragons|690|Quentyn|had a duty to|father and people
A Dance With Dragons|691|Fro g|has need of|swords
A Dance With Dragons|691|Dorne|will hire|Tattered Prince
A Dance With Dragons|691|Yunkishmen|pay in gold upon|signing of our contract
A Dance With Dragons|692|Balaq|commanded|one thousand bows
A Dance With Dragons|693|Griffin's Roost|is located in|Cape Wrath
A Dance With Dragons|693|Griffin's Roost|is a castle in|Shipbreaker Bay
A Dance With Dragons|693|Black Balaq|was a lord of|House Connington
A Dance With Dragons|693|Jon Connington|is once more|a lord
A Dance With Dragons|693|Ser Franklyn Flowers|is tasked with|going through the keep and kitchens
A Dance With Dragons|693|Malo|is tasked with|going through the maester's tower and the armory
A Dance With Dragons|694|Connington|has a|Griffin's Roost
A Dance With Dragons|694|Franklyn Flowers|takes charge of|rookery
A Dance With Dragons|696|Jon Connington|was a|Lord
A Dance With Dragons|697|Jon Connington|presided from|Griffin's Seat
A Dance With Dragons|697|Jon Connington|ordered|homelss boy back to cells
A Dance With Dragons|697|Jon Connington|was not without his own friends here. Some of the older lords will still remember me|and their sons will have heard the stories.
A Dance With Dragons|697|Rhaegar Targaryen|is known well|as they had once been his.
A Dance With Dragons|697|Rhaegar Targaryen's young son whose head was smashed against a cold stone wall|is known well|as they had once been his.
A Dance With Dragons|699|Elia|bore children to|Rhaegar Targaryen
A Dance With Dragons|699|Connington|is not married to|Elia
A Dance With Dragons|699|Connington|will be the father-in-law of|Aegon Targaryen
A Dance With Dragons|700|Lord Jon|has the time come to raise his banner?|not yet
A Dance With Dragons|700|Greenstone|was taken by|Volantenes
A Dance With Dragons|701|Strickland|disagrees|wait
A Dance With Dragons|701|Lysono Maar|dispatches his spies|learn what we can learn of our foes
A Dance With Dragons|701|Dorne|is a cautious man|that's true. He will never join us unless he is convinced that we will win. So to persuade him we must show our strength
A Dance With Dragons|701|Storm's End|is an impregnable stronghold|Stannis Baratheon's last foothold in the south
A Dance With Dragons|703|Asha Greyjoy|does not need to watch|ice fishing
A Dance With Dragons|703|Asha Greyjoy|is not the queen's men want to burn|She-Bear
A Dance With Dragons|703|Asha Greyjoy|is unconvinced; seeing was believing|frozen blood coming from Weirwoods
A Dance With Dragons|703|Artos Flint|has a black beard crusted with ice|old gods wroth come upon us
A Dance With Dragons|703|Artos Flint|is saying R'hllor will doom us|pox on both your gods
A Dance With Dragons|704|Asha Greyjoy|believes|Peasebury’s four would pay for their feast with their lives
A Dance With Dragons|704|Asha Greyjoy|prays|the king’s decree would end the storm
A Dance With Dragons|704|Ser Clayton Suggs|wants|to get his heart’s desire
A Dance With Dragons|705|Ser Corliss Penny|asked|where is the king?
A Dance With Dragons|705|Richard Horpe|voice was|Richard
A Dance With Dragons|705|Stannis Baratheon|walked beside|him
A Dance With Dragons|706|Stannis Baratheon|is a|king
A Dance With Dragons|706|Stannis Baratheon|was burning at|his men
A Dance With Dragons|707|Asha|is a|wizard
A Dance With Dragons|707|Asha|is a|finger dancer
A Dance With Dragons|708|Massey|eats|horsemeat
A Dance With Dragons|708|She -Bear|tells Asha|she should eat
A Dance With Dragons|709|Massey|cut his own meat into chunks and stabbed one with|dagger
A Dance With Dragons|710|Ned Woods|is known as|Noseless Ned
A Dance With Dragons|713|Asha Greyjoy|is a|lady
A Dance With Dragons|713|Asha Greyjoy|has a need of|fewer mouths to feed
A Dance With Dragons|713|Tycho Nestoris|is a|Braavosi banker
A Dance With Dragons|713|Mors Umber|gave|girl and old man
A Dance With Dragons|713|Mors Umber|waited for|king’s coming
A Dance With Dragons|714|Victarion Greyjoy|is the captain of|Ghiscari Dawn
A Dance With Dragons|714|Ghiscari Dawn|is named|Ghiscari Dawn
A Dance With Dragons|715|Moqorro|knows these strange shores in ways|the ironborn does not
A Dance With Dragons|716|Dove|is a|Myrish cog named
A Dance With Dragons|716|Victarion|took their heads off|the galleys
A Dance With Dragons|716|Moqorro|is a|Black Flame
A Dance With Dragons|717|Victarion|took|fishing ketch
A Dance With Dragons|718|Victarion Greyjoy|is a|captain
A Dance With Dragons|718|Victarion Greyjoy|commands|Iron Fleet
A Dance With Dragons|718|Victarion Greyjoy|is the number 1 producer of|salt wives
A Dance With Dragons|718|Victarion Greyjoy|will do what|Balon Greyjoy could not
A Dance With Dragons|718|Victarion Greyjoy|believes the Iron Throne|is a weak king
A Dance With Dragons|718|Moqorro|thinks of|Dagon Greyjoy
A Dance With Dragons|718|Moqorro|thinks of|Lord of Light
A Dance With Dragons|718|Dagon Greyjoy|has sailed|to make the Sunset Sea his own
A Dance With Dragons|719|Victarion|renamed|the Slaver's Scream
A Dance With Dragons|720|Euron|gave|gifts
A Dance With Dragons|720|Acolyte|had|flagon
A Dance With Dragons|720|Acolyte|comes|cup
A Dance With Dragons|721|Arya Stark|has the eyes of a|wolf
A Dance With Dragons|721|Arya Stark|has a taste for|blood
A Dance With Dragons|721|Arya Stark|is a|cat
A Dance With Dragons|721|Arya Stark|asks for her|small life to be restored
A Dance With Dragons|722|Valar dohaeris|is a|servant
A Dance With Dragons|722|Valar dohaeris|wants to see if|Arya is truly worthy to serve him
A Dance With Dragons|722|Arya|will kill|a stranger
A Dance With Dragons|723|Cat|has a nose like|pinched
A Dance With Dragons|723|Cat|has a beard like|pointed
A Dance With Dragons|724|Old Man|sells writing to|captains
A Dance With Dragons|724|Old Man|gives them|binder
A Dance With Dragons|726|Cat|is known to have done|deed
A Dance With Dragons|726|Cat|is mourned by|girl
A Dance With Dragons|726|Cat|causes|trouble on Brusco and his daughters
A Dance With Dragons|726|Girl|loses|Cat
A Dance With Dragons|726|Girl|counts|steps
A Dance With Dragons|726|Girl|has run up and down|steps a thousand times
A Dance With Dragons|726|Girl|is possessed of|gooseprickles
A Dance With Dragons|727|Arya|does not frighten from|masks
A Dance With Dragons|727|Arya|drinks|lemon juice
A Dance With Dragons|727|Arya|learns to change her face with|artifice
A Dance With Dragons|727|Arya|learns glamors with|sharp eyes
A Dance With Dragons|729|girl|has hope for|fog
A Dance With Dragons|729|gilded tree|a hundred feet high with leaves of|hammered silver
A Dance With Dragons|730|Lysene sailors|were staggering from|Happy Port
A Dance With Dragons|730|Ship|was closed up and forlorn|its troupe of mummers no doubt still abed
A Dance With Dragons|730|Old man|ensconced inside the soup shop at his usual table|counting a purse of coin as he haggled with a ship's captain
A Dance With Dragons|730|Bra vos passed in rumpled finery|leaning on each other as they staggered drunkenly past the docks|their blades rattling a
A Dance With Dragons|731|Queen|is a|CERSEI
A Dance With Dragons|731|Queen|on the last night of her imprisonment|could not sleep
A Dance With Dragons|732|Cersei|paced|her cell
A Dance With Dragons|732|Cersei|restless as|caged lions
A Dance With Dragons|732|Cersei|“Your turn,” she told him afterward. “Pull his mane|I dare you.” He never did
A Dance With Dragons|733|Cersei of House Lannister|is a|lion of the Rock
A Dance With Dragons|733|Cersei of House Lannister|is the rightful queen of|these Seven Kingdoms
A Dance With Dragons|734|Cersei Lannister|is leaving|Baelor’s Sept
A Dance With Dragons|736|Cersei|is a|lioness
A Dance With Dragons|736|Cersei|descended|marble steps
A Dance With Dragons|736|Cersei|was shorn of|secrets and concealments
A Dance With Dragons|736|Cersei|walked through the streets|Lannisport
A Dance With Dragons|738|Cersei|fell for the first time|Visenya's Hill
A Dance With Dragons|738|Cersei|is blind and deaf|and they are worms
A Dance With Dragons|741|Tyrron|looks at|pile of parchments
A Dance With Dragons|741|Brown Ben Plumm|says|after you sign
A Dance With Dragons|743|Tyrion|promised to pay|one thousand golden dragons
A Dance With Dragons|743|Tyrion|would work with|Inkpots
A Dance With Dragons|744|Tyrion|is a|Lord
A Dance With Dragons|744|Lannister|is a|House
A Dance With Dragons|744|Inkpots|is of|the Second Sons
A Dance With Dragons|744|Plumm|is of|the Second Sons
A Dance With Dragons|746|Master|is a|person
A Dance With Dragons|746|Famous musician|plays|guitar
A Dance With Dragons|746|Carpenter|is in charge of|project
A Dance With Dragons|747|Kem|is a|second son
A Dance With Dragons|747|Kem|missed|King's Landing
A Dance With Dragons|747|Kem|joined|Second Sons
A Dance With Dragons|747|Tywin|was a warden of|the hand
A Dance With Dragons|747|Tywin|sacked|King's Landing
A Dance With Dragons|747|Tywin|smashed|Stannis
A Dance With Dragons|748|Kem|asks for|Singer's stew
A Dance With Dragons|748|Tysha|is married to|Tyrion Lannister
A Dance With Dragons|748|Hammer|looks like a|hulk
A Dance With Dragons|748|Nail|is an apprentice of|Hammer
A Dance With Dragons|750|Tyrion|picked up|dirk
A Dance With Dragons|750|Tyrion|put down|sword
A Dance With Dragons|750|Penny|took|sword
A Dance With Dragons|750|people|came to play in|water
A Dance With Dragons|751|Yezzan|has special slaves|who were killed by pale mare
A Dance With Dragons|752|Skahaz mo Kandaq|conspires with|Ser Barristan Selmy
A Dance With Dragons|752|Loraq|kin of|Hizdahr
A Dance With Dragons|755|Grazdar|is a|cupbearer
A Dance With Dragons|755|Qezza|is a|cupbearer
A Dance With Dragons|755|Mezzara|is a|cupbearer
A Dance With Dragons|755|Lazikaz Mo Kandaq|is a|cupbearer
A Dance With Dragons|755|Khazmya|is a|cupbearer
A Dance With Dragons|755|Uhlez|is a|cupbearer
A Dance With Dragons|755|Hazkar|is a|cupbearer
A Dance With Dragons|755|Dhazzar|is a|cupbearer
A Dance With Dragons|756|Ser Barristan Selmy|is a|knight
A Dance With Dragons|756|Ser Barristan Selmy|makes the rounds of|pyramid from top to bottom
A Dance With Dragons|758|Barristan Selmy|was chosen by|Rhaegar
A Dance With Dragons|758|Barristan Selmy|fought over|Ashara Dayne
A Dance With Dragons|758|Ashara Dayne|was not chosen by|Barristan Selmy
A Dance With Dragons|760|Steelskin|has longaxe|sideways
A Dance With Dragons|761|Ser Barristan|is wearing|plate mail armor
A Dance With Dragons|761|Reznak|worships|snakes
A Dance With Dragons|762|Khrazz|is a|dragon
A Dance With Dragons|762|Daario|is a|killer
A Dance With Dragons|762|Daario|is not a|poisoner
A Dance With Dragons|763|Barristan|is a|knight
A Dance With Dragons|763|Khrazz|is a|pit fighter
A Dance With Dragons|763|Khrazz|has in his hand|Dothraki arakh
A Dance With Dragons|763|Khrazz|demands from Ser Barristan|Hizdahr
A Dance With Dragons|763|Dothraki arakh|becomes a whistling blur|a steel storm that seems to come at the old knight from three directions at once
A Dance With Dragons|763|Ser Barristan|is clad in|plate and mail
A Dance With Dragons|763|Ser Barristan|fights with|Dothraki arakh
A Dance With Dragons|764|Barristan Selmy|is a|kingsguard
A Dance With Dragons|766|Doran Martell|married for love|Dorne
A Dance With Dragons|766|"Doran Martell"""|"""married for love"""|"""Dorne"""
A Dance With Dragons|766|"""Quentyn"""|"""was afraid of"""|"""Daenerys Targaryen's dragons"""
A Dance With Dragons|767|Gerris|is a|Dornishman
A Dance With Dragons|767|Archibald|is a|Dornishman
A Dance With Dragons|768|Brazen Beasts|are|required to be
A Dance With Dragons|768|Tattered Prince|warned them when he handed over|the bundle that they had collected from the Tattered Prince at their second meeting
A Dance With Dragons|768|the Bull|a lion|and an ape. Everything required to be a Brazen Beast
A Dance With Dragons|768|the Bull|a lion|and an ape. Everything required to be a Brazen Beast)
A Dance With Dragons|769|Brazen Beasts|have|gates
A Dance With Dragons|769|Quentyn|gestured|big man
A Dance With Dragons|769|Doors|are solid bronze|closed with heavy iron bar
A Dance With Dragons|769|Butcher’s wagon|outside|waiting in alley
A Dance With Dragons|770|Quentyn|has chains enough for|ten dragons
A Dance With Dragons|770|Quentyn|knows about|the Great Pyramid
A Dance With Dragons|770|Quentyn|has been through|the dungeons and torture chambers
A Dance With Dragons|770|Quentyn|is armed with|a bow
A Dance With Dragons|771|Quentyn Martell|never saw|lion's head
A Dance With Dragons|771|Pretty Meris|said|do what you came to do
A Dance With Dragons|771|dragons|Prince Quentyn thought|we came for the dragons
A Dance With Dragons|771|chains|Arch said|I have the key
A Dance With Dragons|772|Quentyn|stepped through|doors
A Dance With Dragons|772|Quentyn|commanded|dragons
A Dance With Dragons|772|Quentyn|reminded|himself
A Dance With Dragons|772|Quentyn|saw|Daenerys
A Dance With Dragons|772|Quentyn|edged forward|slowly
A Dance With Dragons|772|Quentyn|commanded|dragon
A Dance With Dragons|772|Gerris|handed him|torch
A Dance With Dragons|772|Bronze|eyes|are
A Dance With Dragons|772|Scales|of dragon|are
A Dance With Dragons|773|Viserion|is a|dragon
A Dance With Dragons|773|Viserion|is chained to|wall
A Dance With Dragons|773|Quentyn|grabbed by|hand
A Dance With Dragons|773|Gerris|is a|brass ape
A Dance With Dragons|774|Quentyn|called|Viserion
A Dance With Dragons|774|Quentyn|wrenched free of|Gerris's grip
A Dance With Dragons|774|Goldeneyes|is the father of|Quentyn
A Dance With Dragons|776|Selyse|is the queen of|Westeros
A Dance With Dragons|776|Axell|married to|Gerrick Kingsblood's eldest daughter
A Dance With Dragons|776|Queen Selyse|is the queen of|Westeros
A Dance With Dragons|777|Jon Snow|has duties|Val
A Dance With Dragons|777|Lady Melisandre|wants to speak|Jon Snow
A Dance With Dragons|777|Lady Melisandre|wants to speak|Jon Snow). The fifth input does not contain any knowledge triples
A Dance With Dragons|778|Greenguard|has taken up residence in|ancient tombs
A Dance With Dragons|778|Borroq|is better than|men of living
A Dance With Dragons|779|Jon Snow|is a|Lord Commander
A Dance With Dragons|779|Jon Snow|has a white wolf named|Ghost
A Dance With Dragons|779|Jon Snow|has a raven named|Satin
A Dance With Dragons|780|Marsh|says|“Send women
A Dance With Dragons|780|Yarwyck|says|“Send women
A Dance With Dragons|782|Jon Snow|wants to talk about|ranging
A Dance With Dragons|783|Mully|helped|Clydas
A Dance With Dragons|783|Ramsay Bolton|is the Lord of|Winterfell
A Dance With Dragons|786|Borroq|thundered|Shieldhall
A Dance With Dragons|786|Shieldhall|brandished|swords
A Dance With Dragons|786|Shieldhall|smashed against|shields
A Dance With Dragons|786|Jon Snow|looked to Tormund|Giantsbane
A Dance With Dragons|786|Jon Snow|write|letter
A Dance With Dragons|786|Jon Snow|shouted|roar
A Dance With Dragons|786|Jon Snow|realized|missed Melisandre)
A Dance With Dragons|786|Swords were brandished|axes smashed against|shields
A Dance With Dragons|791|Ser Barristan|presides over|council
A Dance With Dragons|791|Skahaz Shavepate|is the queen’s|council
A Dance With Dragons|791|Marselen of|Mother’s Men|is present
A Dance With Dragons|791|Goghor the Giant|bloodsoaked brute and killer|helped Daenerys Targaryen take this city onc
A Dance With Dragons|792|Belwas|plays|mandolin
A Dance With Dragons|792|Tal Taraq|is a|Dornishmen
A Dance With Dragons|792|Archibald Yronwood|was cradling|his prince’s scorched body
A Dance With Dragons|792|Gerris Drinkwater|dropped the blade|when the locusts appeared
A Dance With Dragons|792|Meereenese|have slain|slaves
A Dance With Dragons|792|Green Grace|is sending arrangements for the release of|hostages
A Dance With Dragons|793|Green Grace|is conspiring with|Yunkai'i
A Dance With Dragons|793|Yunkai'i|send back the old woman to spit in|his eye
A Dance With Dragons|793|Wise Masters|are richer than|Westerosi lords
A Dance With Dragons|793|Yunkishmen|refuse|offer
A Dance With Dragons|793|Widower|fears that|gods do not hear his prayers
A Dance With Dragons|793|Skahaz Shavepate|is as clever as|half men at this table
A Dance With Dragons|793|Symon Stripeback|is as clever as|no man at this table
A Dance With Dragons|793|Barristan Selmy|is a|prince
A Dance With Dragons|793|Strong Belwas|said|Better than liver and onions
A Dance With Dragons|795|Daenerys|is a|queen
A Dance With Dragons|795|Daenerys|spurned|Gerris Drinkwater
A Dance With Dragons|795|Daenerys|laughed|in his face
A Dance With Dragons|795|Daenerys|loved|Prince Quentyn)
A Dance With Dragons|795|Gerris Drinkwater|offered|his heart
A Dance With Dragons|795|Gerris Drinkwater|needed|swords
A Dance With Dragons|795|Ser Barristan|did not like|Gerris Drinkwater
A Dance With Dragons|795|Selmy|knew|Daenerys
A Dance With Dragons|795|Barristan Selmy|had spent|the better part of his life obeying drunkards and madmen
A Dance With Dragons|796|Qentyn|is a|Tattered Prince
A Dance With Dragons|796|Quentyn|has blood of|Dragon
A Dance With Dragons|796|Sellswords|did not trust|Quentyn's freedmen
A Dance With Dragons|796|Sellswords|were supposed to help|get Quentyn's freedmen to the docks
A Dance With Dragons|796|Yronwood|killed one|basilisk head
A Dance With Dragons|797|Yronwood|is a|sellsword
A Dance With Dragons|797|Archibald|said|task is simple enough. Compared to stealing dragons
A Dance With Dragons|799|Galazza Galare|is attended by|Pink Graces
A Dance With Dragons|799|Galazza Galare|finished her drink and|fastened up her veil again
A Dance With Dragons|799|Galazza Galare|asked if she might see|Hizdahr
A Dance With Dragons|799|Grazhar|a chair for the|Green Grace
A Dance With Dragons|799|Ser Barristan|offered refreshment to|Galazza Galare
A Dance With Dragons|799|Ser Barristan|beckoned to|Kezmya
A Dance With Dragons|800|Grazhar|is a|servant
A Dance With Dragons|801|Drogon|makes his lair in|cave
A Dance With Dragons|801|Drogon|dwells in|Drag-onstone
A Dance With Dragons|802|Drogon|bends before|whip
A Dance With Dragons|803|Dany|taps her thigh with a|pitmaster’s whip
A Dance With Dragons|803|Dany|remembered a|wan and sickly green on the verge of going yellow
A Dance With Dragons|803|Dany|has seen the Dothraki sea|the great ocean of grass that stretches from the forest of Qohor to the Mother of Mountains and the Womb of the World
A Dance With Dragons|804|Westeros|is a|land
A Dance With Dragons|804|Pyramids of Westeros|are in|Valyrian road
A Dance With Dragons|804|Drogon|flew over|Pyramids of Westeros
A Dance With Dragons|804|Dany|scooped up a handful of|water from stream
A Dance With Dragons|804|Dany|has hoped for rescue from|Ser Barristan
A Dance With Dragons|804|Dany|has her arm grown thinner every day while on|Dragonstone
A Dance With Dragons|804|Dany|has hoped for rescue from|Ser Ba
A Dance With Dragons|805|Arya Stark|turned her back upon|Dragonstone
A Dance With Dragons|806|Dany|woke stiff and sore and aching|with ants crawling on her arms and legs
A Dance With Dragons|807|Dany|is counting|off her paces
A Dance With Dragons|807|Dany|retches up|green slime
A Dance With Dragons|807|Dany|thinks about|dead of House Targaryen
A Dance With Dragons|808|Sunset|is the number 1 producer of|brown water
A Dance With Dragons|808|Viserys|is the king of|Pentos
A Dance With Dragons|809|Dany|is bleeding|blood
A Dance With Dragons|809|Dany|is Mother of Dragons|dragons
A Dance With Dragons|809|Dany|turned against children|children
A Dance With Dragons|809|Dany|belly is empty|food
A Dance With Dragons|809|Dany|feet sore and blistered|feet
A Dance With Dragons|809|Dany|cramping has grown worse|pain
A Dance With Dragons|809|Dany|writhing snakes biting at her bowels|illness
A Dance With Dragons|809|Dany|by midday the water will be tepid|water
A Dance With Dragons|811|Dany|kicked|Drogon
